image_name,comment_number,comment,,,,,,,
518789868.jpg,4, A young man wearing a black shirt looks down .,,,,,,,
5188555891.jpg,0, An older man ,,,,,,,
5188555891.jpg,1, Old man showing off his bundle of freshly picked potatoes and other vegetables .,,,,,,,
5188555891.jpg,2, An older gentleman showing pride as he shows off his gardening harvest .,,,,,,,
5188555891.jpg,3, Old man selling potatoes in a field next to a body of water .,,,,,,,
5188555891.jpg,4, The farmer is selling his yams and potatoes on the sidewalk .,,,,,,,
51900750.jpg,0, A blond man with a light beard , bundles wheat .,,,,,,
51900750.jpg,1, A man in black holding a bundle of hay .,,,,,,,
51900750.jpg,2, A blond man collecting mounds of wheat,,,,,,,
51900750.jpg,3, A man in black shirt is binding wheat .,,,,,,,
51900750.jpg,4, A man carrying a bundle of straw .,,,,,,,
51900751.jpg,0, A man is on a ladder trying to harvest some wheat or see over the top of it .,,,,,,,
51900751.jpg,1, a man working with plants trying to get his setup perfect .,,,,,,,
51900751.jpg,2, A man on a ladder making something with dried plants .,,,,,,,
51900751.jpg,3, A man uses a ladder to stand next to a bay of wheat .,,,,,,,
51900751.jpg,4, A man on a ladder in tall grass .,,,,,,,
51900752.jpg,0, Two men , piling up wheat .,,,,,,
51900752.jpg,1, Two men are loading bales of wheat on top of a high structure on a cloudy day .,,,,,,,
51900752.jpg,2, Two men working together to build a roof made out of straw .,,,,,,,
51900752.jpg,3, Two men are working to move some thatching .,,,,,,,
51900752.jpg,4, Two men working on a thatched roof .,,,,,,,
519028568.jpg,0, An elderly woman wearing a mocha-brown trench coat , and brown pants and is carrying a dark brown purse and gift bag is trying to flag a taxi down .,,,,,,
519028568.jpg,1, A gray-haired woman with a shopping bag in one hand and the other arm raised .,,,,,,,
519028568.jpg,2, The woman in the brown trench coat is trying to get a cab .,,,,,,,
519028568.jpg,3, A woman in a trench coat hailing a taxi for a ride .,,,,,,,
519028568.jpg,4, Black woman with bags hailing a cab .,,,,,,,
519059913.jpg,0, A boy wearing red and blue swim trunks jumping headfirst into a swimming pool .,,,,,,,
519059913.jpg,1, A brown-haired boy in swim trunks is flipped backwards over a swimming pool .,,,,,,,
519059913.jpg,2, A boy doing a back flip into a swimming pool .,,,,,,,
519059913.jpg,3, A young boy jumping upside-down into a pool .,,,,,,,
519059913.jpg,4, A boy falling headfirst into a pool,,,,,,,
519061891.jpg,0, A small boy in a blue shirt splashes water in a baby pool outside .,,,,,,,
519061891.jpg,1, A little boy is splashing around in the water in a kiddie pool .,,,,,,,
519061891.jpg,2, A small boy wearing a blue shirt plays in the kiddie pool .,,,,,,,
519061891.jpg,3, A young child splashes in a green and yellow wading pool,,,,,,,
519061891.jpg,4, a young boy paying in a small pool with water,,,,,,,
5191256340.jpg,0, A man with a grayish blue shirt , sunglasses , and earphones is standing beside a red helicopter , while the door is open revealing the inside of the helicopter , with it 's pilot and other earphones hanging in the background .,,,
5191256340.jpg,1, A man wearing sunglasses and wearing a red vest is standing in front of a red helicopter .,,,,,,,
5191256340.jpg,2, A man is wearing sound blockers on his ears .,,,,,,,
5191256340.jpg,3, Man operating technology with earphones on .,,,,,,,
5191256340.jpg,4, Man stands at the seat of a helicopter .,,,,,,,
519167484.jpg,0, Blond-haired girl in pink dress with blue striped hula-hoop swinging around her neck .,,,,,,,
519167484.jpg,1, A little girl in a pick dress hula hoops with her neck outside .,,,,,,,
519167484.jpg,2, A girl wearing a pink dress swings a hula hoop around her neck .,,,,,,,
519167484.jpg,3, A girl in a pink dress plays with a hula hoop .,,,,,,,
519167484.jpg,4, Blond girl paying with a hula hoop .,,,,,,,
5191902508.jpg,0, A kayaker in whitewater rapids between two rocks ,,,,,,,
5191902508.jpg,1, A person is kayaking on a river and is steering himself in between two large rocks .,,,,,,,
5191902508.jpg,2, A man kayaking between two large boulders in some rapids .,,,,,,,
5191902508.jpg,3, A person kayaking down a river in white water rapids .,,,,,,,
5191902508.jpg,4, A man in a white kayak is kayaking in a rocky river .,,,,,,,
519228804.jpg,0, Two children water skating in the dark colored watered on a hot summer day .,,,,,,,
519228804.jpg,1, A boy and girl in life jackets ride behind a boat in an innertube .,,,,,,,
519228804.jpg,2, Two children riding a yellow raft on a lake .,,,,,,,
519228804.jpg,3, Two children enjoy tubing on the lake .,,,,,,,
519228804.jpg,4, Two children water rafting on a lake .,,,,,,,
519228867.jpg,0, A smiling young girl wearing a swimsuit is soaking in a tub of water .,,,,,,,
519228867.jpg,1, A little girl is sitting in a metal tub filled with water .,,,,,,,
519228867.jpg,2, A little girl in a metal tub filled with water .,,,,,,,
519228867.jpg,3, A girl sits and laughs while in a kiddie pool .,,,,,,,
519228867.jpg,4, A small girl in a tub of water .,,,,,,,
5192430558.jpg,0, A man in a yellow jacket is about to start riding through the city on his motorbike while a woman walks and an old man nearby holds a smoking lantern .,,,,,,,
5192430558.jpg,1, Man with a yellow jacket is riding a motorbike through a street marketplace filled with people and vendors .,,,,,,,
5192430558.jpg,2, Local people commute through a bazaar that sells etiquette specific to the town 's culture .,,,,,,,
5192430558.jpg,3, A man is riding a motorcycle through the streets of an Indian bazaar .,,,,,,,
5192430558.jpg,4, A man on a moped is driving through the streets of his town .,,,,,,,
5192505155.jpg,0, A musician wearing a red scarf on his head and holding a microphone ,,,,,,,
5192505155.jpg,1, A person carrying a microphone has a red covering over his head as he walks in front of a black covered table .,,,,,,,
5192505155.jpg,2, Two men and a piano ,,,,,,,
5192505155.jpg,3, a singer on stage covering his face with a piece of cloth .,,,,,,,
5192505155.jpg,4, A rapper in a black outfit is on stage .,,,,,,,
5192523054.jpg,0, A man wearing tight green pants and no shirt is doing a handstand on a tiny platform on top of a pole .,,,,,,,
5192523054.jpg,1, A Cirque de Solei performer shows off his impressive strength and balance .,,,,,,,
5192523054.jpg,2, An acrobat doing a handstand on top of a pole with legs spread in a v .,,,,,,,
5192523054.jpg,3, Man jumping on a machine trying to set a new worlds record .,,,,,,,
5192523054.jpg,4, Man performs an amazing handstand on a skinny pole .,,,,,,,
519259595.jpg,0, Woman being pulled from a boat on a yellow tube across the lake .,,,,,,,
519259595.jpg,1, A girl is being pulled by a string while sitting on a raft .,,,,,,,
519259595.jpg,2, A girl is riding on a tube that is being pulled by a boat .,,,,,,,
519259595.jpg,3, A girl is being pulled through the water on an innertube .,,,,,,,
519259595.jpg,4, A girl rides a yellow tube face down .,,,,,,,
5192912743.jpg,0, A barefoot child wearing a blue shirt and a child wearing sandals with a red shirt both attempting to grab a soccer ball falling from the air .,,,,,,,
5192912743.jpg,1, Two smaller children playing with a soccer ball with a rocky background .,,,,,,,
5192912743.jpg,2, Two African boys reach out for a soccer ball while playing outside .,,,,,,,
5192912743.jpg,3, Two children are both reaching for a soccer ball .,,,,,,,
5192912743.jpg,4, Two boys are playing with a damaged soccer ball .,,,,,,,
519317202.jpg,0, A baby boy in a car seat is asleep and crying .,,,,,,,
519317202.jpg,1, A baby in a blue shirt cries in his car seat .,,,,,,,
519317202.jpg,2, An infant sits in a car seat and cries .,,,,,,,
519317202.jpg,3, A young toddler is seen crying .,,,,,,,
519317202.jpg,4, A baby in a car seat crying .,,,,,,,
519346101.jpg,0, A young girl wearing dark sweatpants and a zip up jacket swings a badminton racket .,,,,,,,
519346101.jpg,1, A young girl in glasses and sweatsuit swings a racket .,,,,,,,
519346101.jpg,2, A girl in a gray jacket holding a badminton racket .,,,,,,,
519346101.jpg,3, A young girl in brown pants trying to play tennis .,,,,,,,
519346101.jpg,4, A little girl is playing tennis or bad-mitten .,,,,,,,
519386080.jpg,0, Young people with matching hairstyles pose for the camera under a white umbrella .,,,,,,,
519386080.jpg,1, People try to escape from the rain with the help of an umbrella .,,,,,,,
519386080.jpg,2, Three Asian men standing under a white umbrella .,,,,,,,
519386080.jpg,3, Some asian punks are standing in the rain .,,,,,,,
519386080.jpg,4, Three Asian youth pose for a photo .,,,,,,,
5194023863.jpg,0, A young girl in a yellow shirt holds a rather large snail in her hands next to her cheek .,,,,,,,
5194023863.jpg,1, A little girl with big bright eyes wearing a yellow shirt holding a snail .,,,,,,,
5194023863.jpg,2, Small girl holding up a very large slug that she found .,,,,,,,
5194023863.jpg,3, A little girl in a yellow shirt holding a big snail .,,,,,,,
5194023863.jpg,4, A young girl in a yellow shirt holds a large snail .,,,,,,,
5194027799.jpg,0, A girl in a black shirt with flowers is holding a black and white puppy .,,,,,,,
5194027799.jpg,1, A young blond female tends to a tiny puppy in the outdoors .,,,,,,,
5194027799.jpg,2, A woman in a black floral dress holds a young puppy .,,,,,,,
5194027799.jpg,3, A young women holding a black and white puppy .,,,,,,,
5194027799.jpg,4, A girl holds a very small dog in her hands .,,,,,,,
5194404719.jpg,0, A man in a bright orange shirt scales a slate colored rock wall face .,,,,,,,
5194404719.jpg,1, A guy in red shirt is rock-clibbing on a dangerous mountain wall .,,,,,,,
5194404719.jpg,2, A man ascending from a tall rock by a harness .,,,,,,,
5194404719.jpg,3, A man wearing an orange shirt climbing rocks .,,,,,,,
5194404719.jpg,4, A man is cliff rock climbing .,,,,,,,
5194652258.jpg,0, A man is standing next to a hairy farm animal of some kind with their faces touching each other .,,,,,,,
5194652258.jpg,1, A man with glasses and a green shirt is being kissed on the cheek by a billy goat .,,,,,,,
5194652258.jpg,2, A man with curly hair is being nuzzled on his face by a goat .,,,,,,,
5194652258.jpg,3, A man is getting a kiss from a animal .,,,,,,,
5194652258.jpg,4, Man receives kiss from hairy alpaca .,,,,,,,
519524552.jpg,0, Two women and a man wearing sunglasses are sitting in front of a crowd of people with a space needle in the background .,,,,,,,
519524552.jpg,1, A gathering of people outside of the Space Needle in Seattle .,,,,,,,
519524552.jpg,2, a crowd of people is setting outside watching a performance .,,,,,,,
519524552.jpg,3, A lot of people are sitting near the Space Needle .,,,,,,,
519524552.jpg,4, A group of people sit on blankets at a gathering .,,,,,,,
5196647928.jpg,0, A skier dressed in white and green flies above the ski slopes on a beautiful clear day .,,,,,,,
5196647928.jpg,1, A person on ski 's is clearing a jump in a beautiful mountain covered in snow .,,,,,,,
5196647928.jpg,2, A skier flies through the air in front of a snowy mountaintop .,,,,,,,
5196647928.jpg,3, There is a person skiing down a snow covered mountain .,,,,,,,
5196647928.jpg,4, Very brave snow skier doing a flip off a cliff .,,,,,,,
5196768578.jpg,0, The little girl played happily in the snow while warmly bundled in a soft pink winter hat and mittens .,,,,,,,
5196768578.jpg,1, A very young child in a red plaid coat and pink winter hat makes a snowball in a large pile of snow .,,,,,,,
5196768578.jpg,2, A young baby with a pink hat and jacket holds a snowball in a snowbank .,,,,,,,
5196768578.jpg,3, A little girl is outside holding a snowball .,,,,,,,
5196768578.jpg,4, A child is playing in the snow .,,,,,,,
5196783191.jpg,0, A musical group performs in front of a live audience ,,,,,,,
5196783191.jpg,1, A guy with blue spiky hair and his band performing in front of an audience .,,,,,,,
5196783191.jpg,2, A rock concert with four band members pictured in front of a large crowd .,,,,,,,
5196783191.jpg,3, A band is putting on a light show and a performance in front of a crowd .,,,,,,,
5196783191.jpg,4, A show with lots of lights and action being put on in a dark theater .,,,,,,,
5197289352.jpg,0, Football players in blue and yellow uniforms , dressed in white uniforms with red numbers .,,,,,,
5197289352.jpg,1, Number 57 and 90 blocking another football team from making a play .,,,,,,,
5197289352.jpg,2, A football player in navy blue takes the snap as a play unfolds .,,,,,,,
5197289352.jpg,3, Football players charge toward each other on the green field .,,,,,,,
5197289352.jpg,4, Two football teams are attempting to complete a play .,,,,,,,
519754987.jpg,0, A woman riding a bicycle past a car and a group of people on a sidewalk .,,,,,,,
519754987.jpg,1, A skinny girl rides by on a bike with a lot of people in the background .,,,,,,,
519754987.jpg,2, A young woman riding a bike down a street past a crowd of people .,,,,,,,
519754987.jpg,3, A thin young woman in a green t-shirt cycles by a gray car .,,,,,,,
519754987.jpg,4, People of all ilks on a busy street .,,,,,,,
5199369569.jpg,0, A young boy in an orange shirt considers how he can ride his bike and play kickball .,,,,,,,
5199369569.jpg,1, The little boy is playing with his bicycle and balls on the dark green grass .,,,,,,,
5199369569.jpg,2, A little boy in a red jacket is playing with his bike and some balls outside .,,,,,,,
5199369569.jpg,3, A little boy pushing his tricycle towards balls lying in the grass .,,,,,,,
5199369569.jpg,4, A young boy is playing outside with his bicycle .,,,,,,,
5199439325.jpg,0, Dark-haired art student working on a project while standing up .,,,,,,,
5199439325.jpg,1, A boy in school painting in a book with his finger .,,,,,,,
5199439325.jpg,2, A student is painting something in art class .,,,,,,,
5199439325.jpg,3, Young man in an classroom creating Art .,,,,,,,
5199439325.jpg,4, A young man doing some art .,,,,,,,
5199580790.jpg,0, Three men are hauling pink bags onto a boat ,,,,,,,
5199580790.jpg,1, Three men in a boat on a narrow river team together to carry a large pink sack onto their boat .,,,,,,,
5199580790.jpg,2, Three men are carrying a red bag into a boat with another person and boat in the background .,,,,,,,
5199580790.jpg,3, Three workers are lifting a red sack while another sits on a floating dock .,,,,,,,
5199580790.jpg,4, Rural farm workers unloading the crops from one boat to another .,,,,,,,
519990397.jpg,0, In this photo there is man in a dirty white shirt red and black hat with yellow stained teeth there is also someone standing next to him but only there arm and a plaid white sleeve is showing the looks happy and it appears that he is also repairing something he has his tools laying around him although it is unclear what he is fixing he looks happy doing it .,,,,,,,
519990397.jpg,1, Someone building some type of wall while wearing a hat and smiling .,,,,,,,
519990397.jpg,2, A black male in a dirty white long-sleeved shirt is working .,,,,,,,
519990397.jpg,3, A man is smiling to take the photograph as he is working .,,,,,,,
519990397.jpg,4, A man wearing a hat is doing some work .,,,,,,,
5200029082.jpg,0, Young girl wearing a white shirt drawing a leaf with crayons on top of a desk .,,,,,,,
5200029082.jpg,1, A young girl with a blue shirt and red sleeves draws a picture with crayons,,,,,,,
5200029082.jpg,2, A young black girl is drawing a picture of a leaf with crayons .,,,,,,,
5200029082.jpg,3, A young black girl is drawing colorful leaves on paper .,,,,,,,
5200029082.jpg,4, A little girl is drawing a picture with crayons .,,,,,,,
5200715254.jpg,0, A man in a gray shirt and camouflage pants looks through a telescope into the nights sky .,,,,,,,
5200715254.jpg,1, A young man looking at the sky through a personal telescope in the evening .,,,,,,,
5200715254.jpg,2, A man is looking through a big blue telescope at nighttime .,,,,,,,
5200715254.jpg,3, A young man sets up his telescope for night viewing .,,,,,,,
5200715254.jpg,4, At night ,,,,,,,
5201259529.jpg,0, A young man with a brown shirt who is doing some work on his computer .,,,,,,,
5201259529.jpg,1, A man with thick rimmed glasses is working diligently on his computer .,,,,,,,
5201259529.jpg,2, A graduate student stays up late to do research on his laptop .,,,,,,,
5201259529.jpg,3, A man intensely works on his laptop in an office environment .,,,,,,,
5201259529.jpg,4, A man is using his computer while seated at a desk .,,,,,,,
5201461835.jpg,0, Number 36 motor biker sprays dirt as he races along the sandy track .,,,,,,,
5201461835.jpg,1, A motocross rider ,,,,,,,
5201461835.jpg,2, Some guy is riding a motorbike in the dirt .,,,,,,,
5201461835.jpg,3, a motocross rider gassing his bike .,,,,,,,
5201461835.jpg,4, Man is on his bike in the dirt .,,,,,,,
520341293.jpg,0, A man wearing a white shirt and blue jeans is sweeping water on the street ,,,,,,,
520341293.jpg,1, A man in a white t-shirt and blue jeans is attempting to sweep a dirty street .,,,,,,,
520341293.jpg,2, A man in a white shirt is holding a broom in the middle of a street,,,,,,,
520341293.jpg,3, The man is sweeping with a red broom .,,,,,,,
520341293.jpg,4, Someone is sweeping in the street .,,,,,,,
520491467.jpg,0, A little boy and girl are jumping on a trampoline in front of a yellow building .,,,,,,,
520491467.jpg,1, Two children ,,,,,,,
520491467.jpg,2, Two young children Bounce on a short trampoline .,,,,,,,
520491467.jpg,3, Two children jumping on a trampoline .,,,,,,,
520491467.jpg,4, Two children jump on a trampoline .,,,,,,,
5205100758.jpg,0, An airplane with a red tail is being examined by professionals inside a building .,,,,,,,
5205100758.jpg,1, Airplane workers are working on the tail section of a plane .,,,,,,,
5205100758.jpg,2, People performing maintenance on a jet plane in hangar,,,,,,,
5205100758.jpg,3, A large plane in the process of being assembled .,,,,,,,
5205100758.jpg,4, A plane lies in the background of a warehouse .,,,,,,,
5206567975.jpg,0, women with black hair and gray shirt painting boxes .,,,,,,,
5206567975.jpg,1, A woman painting boxes with a brush .,,,,,,,
5206567975.jpg,2, A woman in a black jacket painting .,,,,,,,
5206567975.jpg,3, A lady is painting a lot of boxes .,,,,,,,
5206567975.jpg,4, Lady painting boxes with blue paint,,,,,,,
5206587376.jpg,0, A group of people is sitting in a large room ,,,,,,,
5206587376.jpg,1, A group of people sitting at stadium desks with headphones on with their hands raised .,,,,,,,
5206587376.jpg,2, A large group of people raising their hands at a meeting .,,,,,,,
5206587376.jpg,3, A room filled with many officials who are taking a vote .,,,,,,,
5206587376.jpg,4, A panel of men and women attending a conference .,,,,,,,
5207964886.jpg,0, Children are playing doctor on an older woman ,,,,,,,
5207964886.jpg,1, A male and female toddler playing with plastic doctor toys and giving an adult a pretend examination .,,,,,,,
5207964886.jpg,2, A boy with a toy stethoscope pretends to examine a woman while a little girl sits nearby .,,,,,,,
5207964886.jpg,3, A young boy are girl are playing with toys next to a woman who is lying on the floor .,,,,,,,
5207964886.jpg,4, Two young children are playing with an adult woman ,,,,,,,
52082050.jpg,0, two children are sitting on their parent laps while an old man is talking to one of them and his parents are watching in amusement .,,,,,,,
52082050.jpg,1, A little boy is pointing his finger on a dish while a man holds the dish .,,,,,,,
52082050.jpg,2, An old man is talking to a boy and his parents are looking,,,,,,,
52082050.jpg,3, The little boy is enjoying the company of his parents .,,,,,,,
52082050.jpg,4, An Indian family fawning over a toddler .,,,,,,,
520913429.jpg,0, A man dressed in green sweeps leaves from an outdoor altar .,,,,,,,
520913429.jpg,1, Man sweeping debris from road with bundle of twigs .,,,,,,,
520913429.jpg,2, Boy sweeping trash away from a shrine .,,,,,,,
520913429.jpg,3, this man is sweeping the sidewalk .,,,,,,,
520913429.jpg,4, A man uses a homemade broom .,,,,,,,
5210430501.jpg,0, A Teenage boy does tricks on his skateboard along the edge of a three-foot ,,,,,,,
5210430501.jpg,1, A skateboarder wearing blue jean and a gray shirt performs a stunt along a graffiti colored wall .,,,,,,,
5210430501.jpg,2, A young man attempts a tricky maneuver on his skateboard along a graffiti-covered wall in a park .,,,,,,,
5210430501.jpg,3, A boy is performing tricks on his skateboard on top of a ledge with street art on it .,,,,,,,
5210430501.jpg,4, A man is balancing his skateboard along a wall painted with graffiti .,,,,,,,
521083170.jpg,0, A person sits at a bus stop bench with a truck that has been heavily spray painted ,,,,,,,
521083170.jpg,1, A man waits at a bus stop next to a truck covered in graffiti .,,,,,,,
521083170.jpg,2, A truck has graffiti on it with a man sitting on a bench .,,,,,,,
521083170.jpg,3, A large truck near a bus stop has colored with graffiti .,,,,,,,
521083170.jpg,4, A spray painted truck and a man a bus stop .,,,,,,,
5210947826.jpg,0, Hike is jumping up high in a beautiful remote place depicting an area that looks like the great canyons with snow cover mountains in the distance .,,,,,,,
5210947826.jpg,1, A man or woman jumping for joy after accomplishing their hike to the top of the canyon .,,,,,,,
5210947826.jpg,2, A man in red ,,,,,,,
5210947826.jpg,3, A cyclist jumps in the air near the Grand Canyon .,,,,,,,
5210947826.jpg,4, A man flies through the air over a large canyon .,,,,,,,
521109000.jpg,0, A man floating about on the water looking at something white in his hands .,,,,,,,
521109000.jpg,1, A Caucasian male is reading a book while floating on his back in water .,,,,,,,
521109000.jpg,2, Tom hanks reading a book in the making of castaway .,,,,,,,
521109000.jpg,3, A man reading a book while floating in the water .,,,,,,,
521109000.jpg,4, A man floating in water reads a book .,,,,,,,
521186251.jpg,0, Three girls and one boy are holding onto a raft as they are being pulled by a road through the water .,,,,,,,
521186251.jpg,1, Several girls on a raft floating in rough waters .,,,,,,,
521186251.jpg,2, The four kids are riding a raft on the water .,,,,,,,
521186251.jpg,3, The kids ride a boat in the water .,,,,,,,
521186251.jpg,4, four children lay on a tube .,,,,,,,
5211885484.jpg,0, this scene looks like its in Asia and a little Chinese boy is racking grass .,,,,,,,
5211885484.jpg,1, A man with an oriental hat on plowing a field in a blue shirt .,,,,,,,
5211885484.jpg,2, A man in a sedge hat tends to an expansive rice paddy .,,,,,,,
5211885484.jpg,3, A Chinese farmer is working in a field .,,,,,,,
5211885484.jpg,4, Man in a rice field wearing shorts .,,,,,,,
521292795.jpg,0, Two Asian girls with bleached blond-hair sitting ,,,,,,,
521292795.jpg,1, Two Asian girls with dyed hair sit on the sidewalk .,,,,,,,
521292795.jpg,2, Two girls are sitting on the street in costumes .,,,,,,,
521292795.jpg,3, Two blond girls are sitting on a sidewalk .,,,,,,,
521292795.jpg,4, Two girls in costumes sit on a sidewalk .,,,,,,,
521297970.jpg,0, A Indian sitting in the floor of a room with sun shining in on her back side ,,,,,,,
521297970.jpg,1, An old woman in a sunlit room winds rough yarn into balls ,,,,,,,
521297970.jpg,2, An Indian looking man in a black jacket ,,,,,,,
521297970.jpg,3, An older lady is making yarn and it rolling it into balls .,,,,,,,
521297970.jpg,4, An old lady is spinning or shaking out yarn .,,,,,,,
5214344526.jpg,0, A man in a food stand smiles at children in Argentina jerseys as he serves them food .,,,,,,,
5214344526.jpg,1, The street vendor cheerfully sells food to a crowd of hungry customers .,,,,,,,
5214344526.jpg,2, A group of people standing in front of a food stamp buying food .,,,,,,,
5214344526.jpg,3, a street vendor serving food to his customers .,,,,,,,
5214344526.jpg,4, A group of people buying food from a vendor .,,,,,,,
5214515583.jpg,0, Three men wearing leather apparel performing in a concert , with large screen images behind them and a drum set in the background .,,,,,,
5214515583.jpg,1, The three rock stars are members of a band who are playing at a concert where the colors red and black are prominent .,,,,,,,
5214515583.jpg,2, Three musicians wearing leather are performing on a stage ,,,,,,,
5214515583.jpg,3, Three band members perform on stage with lights flashing and a drum set is in the background .,,,,,,,
5214515583.jpg,4, A boy band singing a song on stage .,,,,,,,
5214588693.jpg,0, A football player in a gold helmet and white uniform crashes into another player in a gold and blue uniform .,,,,,,,
5214588693.jpg,1, One football player is in the process of tackling another during a football game .,,,,,,,
5214588693.jpg,2, A football player runs down the field as he tries to avoid getting tackled .,,,,,,,
5214588693.jpg,3, One football player running towards another player .,,,,,,,
5214588693.jpg,4, Two men playing football .,,,,,,,
5215150958.jpg,0, A woman wearing glasses and dressed in black stands in an aisle of a grocery store ,,,,,,,
5215150958.jpg,1, A woman dressed in a black jacket resting on a shelf in the beverage department in a store .,,,,,,,
5215150958.jpg,2, A darkly dressed woman wearing glasses leans on the beverage display in a grocery store .,,,,,,,
5215150958.jpg,3, A woman is posing in the isle of a grocery store .,,,,,,,
5215150958.jpg,4, A female in a store leaning on groceries .,,,,,,,
521529438.jpg,0, Two child boxers fight to the death in Mexico for blood money .,,,,,,,
521529438.jpg,1, Two boys are participating in a boxing match .,,,,,,,
521529438.jpg,2, Two young Asian boys spar with each other .,,,,,,,
521529438.jpg,3, Two young boys in blue shorts kickboxing .,,,,,,,
521529438.jpg,4, Two young boys practice Kick-boxing .,,,,,,,
5216466221.jpg,0, An Asian lady is a preparing a meal with various ingredients before her ; behind her is a brick wall .,,,,,,,
5216466221.jpg,1, A woman sits in front of a low table with various raw ingredients on it .,,,,,,,
5216466221.jpg,2, An Asian woman sits and serves a meal that she has just prepared .,,,,,,,
5216466221.jpg,3, A woman prepares ingredients for a bowl of soup .,,,,,,,
5216466221.jpg,4, An Asian lady is cooking various dishes .,,,,,,,
521658170.jpg,0, A man in a grassy field throws a stick for a group of three brown dogs .,,,,,,,
521658170.jpg,1, The man in the blue shirt is surrounded by three dogs in the grass .,,,,,,,
521658170.jpg,2, A man holds a stick while three dogs watch and jump .,,,,,,,
521658170.jpg,3, Three dogs are jumping up at the man waving a stick .,,,,,,,
521658170.jpg,4, Three dogs trying to get a stick from their owner .,,,,,,,
5217022503.jpg,0, Several farmers bent over working on the fields while lady with a baby and four other children accompany them .,,,,,,,
5217022503.jpg,1, An African American family picking vegetables from the garden ,,,,,,,
5217022503.jpg,2, Three women are working in a field ,,,,,,,
5217022503.jpg,3, A group of women with children are farming the fields .,,,,,,,
5217022503.jpg,4, Some women and children are digging in the dirt .,,,,,,,
5217054772.jpg,0, A woman in a flower dress has attached a piece of green fabric with five wooden cylinders pushed through them to her waste and is stretching the fabric .,,,,,,,
5217054772.jpg,1, A woman with her eyes closed performs work some sort of weaving machine .,,,,,,,
5217054772.jpg,2, A woman weaves yarn as a child watches on in the background .,,,,,,,
5217054772.jpg,3, A woman in a multicolored shirt makes a hammock .,,,,,,,
5217054772.jpg,4, A woman is weaving something in green .,,,,,,,
5217116.jpg,0, A man is playing a guitar ,,,,,,,
5217116.jpg,1, A man is wearing a sweater and denim jeans is playing the guitar while a female is playing the drums,,,,,,,
5217116.jpg,2, Two people are playing instruments ; one is playing a guitar ,,,,,,,
5217116.jpg,3, a father and his daughter are playing musical instruments .,,,,,,,
5217116.jpg,4, A man playing guitar with a baby in the corner .,,,,,,,
5217397101.jpg,0, An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera .,,,,,,,
5217397101.jpg,1, An older woman in all gray is looking into the view screen of a digital camera .,,,,,,,
5217397101.jpg,2, A nun uses her camera to take a photo of an interesting site .,,,,,,,
5217397101.jpg,3, A nun is taking a picture outside .,,,,,,,
5217397101.jpg,4, A nun looking at a camera .,,,,,,,
5217482307.jpg,0, An Asian man is walking a dusty bike through a street with some ramshackle structures on its side .,,,,,,,
5217482307.jpg,1, A man in a blue shirt and black pants carries a bike and a large wooden thing .,,,,,,,
5217482307.jpg,2, A man in a blue shirt walking a bicycle loaded with a large box on the back .,,,,,,,
5217482307.jpg,3, A man is pushing an old bike with something tied on to the back of it .,,,,,,,
5217482307.jpg,4, Man carrying a large load on the back of his bike while walking .,,,,,,,
521750280.jpg,0, A flight crew member is leaning out of the plane 's cockpit window trying to clean the windshield .,,,,,,,
521750280.jpg,1, A pilot leans out the open window the cockpit to clean the window of his plane .,,,,,,,
521750280.jpg,2, A man washes the windscreen on a jet by hanging out of a side window .,,,,,,,
521750280.jpg,3, Pilot dropping cloth while cleaning airplane windows .,,,,,,,
521750280.jpg,4, A pilot is cleaning a window of the airplane .,,,,,,,
5218106811.jpg,0, Three man around a wheeled cart with baked goods while a man with a cane walks away .,,,,,,,
5218106811.jpg,1, Four men are standing near a bread stand outside while one of them takes a bite .,,,,,,,
5218106811.jpg,2, A old man with a cane walks by a blue cart selling items .,,,,,,,
5218106811.jpg,3, Old man walks away from food cart selling bread items .,,,,,,,
5218106811.jpg,4, A man with a cane walks away from a food cart .,,,,,,,
5218130090.jpg,0, An Asian lady wearing a jean jacket and pointed hat carries two baskets counterbalanced with a stick across her shoulder .,,,,,,,
5218130090.jpg,1, Woman wearing green pants ,,,,,,,
5218130090.jpg,2, The Asian woman is carrying some bananas and other goods in her shoulder baskets .,,,,,,,
5218130090.jpg,3, A smiling woman carries two baskets full of produce on a bamboo pole .,,,,,,,
5218130090.jpg,4, asian woman holding two buckets of food .,,,,,,,
5218165254.jpg,0, Three men and one woman sit in a public area ,,,,,,,
5218165254.jpg,1, A group of musical performers are playing and a crowd of people is around them .,,,,,,,
5218165254.jpg,2, Street musicians playing two guitars and drums ,,,,,,,
5218165254.jpg,3, A group of people playing music on the street in front of a crowd .,,,,,,,
5218165254.jpg,4, Street performs are playing their instruments outdoors .,,,,,,,
521819800.jpg,0, A man wearing a white striped top and a white hat is sitting in front of a sewing machine .,,,,,,,
521819800.jpg,1, A Middle-Eastern man sits at a sewing machine while another man stands behind him .,,,,,,,
521819800.jpg,2, Two laborer men sitting outside a storefront waiting on customers to arrive .,,,,,,,
521819800.jpg,3, Two men making clothing in a third world country .,,,,,,,
521819800.jpg,4, A man in a white cap sews .,,,,,,,
5218695756.jpg,0, A worker in a striped orange ,,,,,,,
5218695756.jpg,1, The merchant prepares his booth with tasty ethnic foods to be sold at the open air market that day .,,,,,,,
